timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3
2026-05-01 16:12:29.995,-7.69,-1.10,4.34,0.11,-0.05,0.02,-8.31,-1.05,4.37,0.10,-0.03,0.04,-5.33,-3.55,8.31,0.16,0.01,0.01,-4.79,5.77,6.07,-0.11,-0.04,0.04
2026-05-01 16:12:30.473,-7.84,-1.12,4.90,-0.08,-0.02,-0.06,-8.57,-1.18,4.45,-0.00,0.03,0.02,-5.26,-3.68,8.55,0.29,0.07,-0.05,-4.58,5.86,6.37,-0.01,-0.03,-0.07
2026-05-01 16:12:30.725,-7.82,-1.03,4.88,-0.11,-0.01,0.01,-8.50,-1.11,4.53,-0.06,0.01,0.04,-5.37,-3.60,8.43,0.24,0.06,-0.02,-4.76,5.97,6.43,-0.06,0.00,-0.04
2026-05-01 16:12:30.833,-7.86,-0.89,4.81,-0.16,-0.03,0.02,-8.54,-1.15,4.42,-0.10,0.01,0.05,-5.31,-3.57,8.40,0.23,0.02,0.00,-4.68,5.79,6.29,-0.05,0.02,0.00
2026-05-01 16:12:31.208,-7.82,-1.04,4.93,-0.03,-0.01,0.03,-8.62,-1.26,4.55,0.02,-0.02,0.08,-5.32,-3.60,8.38,0.24,-0.00,-0.02,-4.71,5.77,6.20,-0.00,-0.00,0.00
2026-05-01 16:12:31.268,-7.88,-0.90,4.81,-0.16,-0.02,-0.06,-8.53,-0.99,4.49,-0.10,0.05,-0.00,-5.27,-3.77,8.58,0.17,0.03,-0.00,-4.60,6.05,6.52,-0.10,0.00,-0.01
2026-05-01 16:12:31.736,-7.84,-1.06,4.66,-0.07,-0.05,0.04,-8.58,-1.07,4.44,-0.06,-0.02,0.06,-5.36,-3.64,8.55,0.18,0.02,0.01,-4.75,5.84,6.34,-0.11,0.00,0.01
2026-05-01 16:12:32.099,-7.96,-0.98,4.67,-0.14,-0.02,-0.01,-8.70,-1.10,4.35,-0.09,0.03,0.05,-5.28,-3.62,8.51,0.20,0.05,0.01,-4.69,5.87,6.35,-0.09,0.00,-0.02
2026-05-01 16:12:32.164,-7.94,-0.86,4.75,-0.15,-0.05,0.03,-8.63,-1.04,4.39,-0.10,-0.02,0.05,-5.32,-3.63,8.43,0.21,0.02,-0.00,-4.74,5.88,6.48,-0.03,-0.01,-0.02
2026-05-01 16:12:32.658,-7.86,-1.05,4.77,-0.14,-0.02,-0.00,-8.54,-1.07,4.39,-0.08,0.01,0.04,-5.42,-3.64,8.48,0.17,0.01,0.01,-4.78,5.75,6.29,-0.13,0.01,0.04
2026-05-01 16:12:32.965,-7.88,-0.97,4.62,-0.12,-0.02,-0.01,-8.50,-1.04,4.39,-0.06,0.01,0.04,-5.35,-3.57,8.47,0.18,0.03,0.02,-4.72,5.82,6.37,-0.09,0.01,0.00
2026-05-01 16:12:33.375,-7.81,-1.01,4.59,-0.10,0.03,-0.01,-8.57,-1.02,4.26,-0.04,0.06,0.06,-5.39,-3.68,8.44,0.20,0.04,-0.00,-4.73,5.83,6.35,-0.06,0.00,-0.03
2026-05-01 16:12:33.682,-8.04,-0.98,4.75,-0.12,-0.05,-0.02,-8.73,-0.98,4.34,-0.07,-0.01,0.02,-5.39,-3.65,8.37,0.22,0.03,-0.02,-4.71,5.68,6.52,-0.07,-0.02,-0.02
2026-05-01 16:12:33.990,-7.92,-0.94,4.67,-0.13,-0.06,-0.01,-8.61,-1.05,4.49,-0.07,-0.03,0.03,-5.39,-3.66,8.42,0.18,0.01,-0.00,-4.66,5.87,6.41,-0.09,0.01,0.01
2026-05-01 16:12:34.091,-7.88,-0.89,4.68,-0.14,-0.04,0.01,-8.56,-1.00,4.31,-0.09,-0.00,0.04,-5.32,-3.68,8.42,0.21,0.01,0.00,-4.67,5.76,6.38,-0.07,0.02,-0.00
2026-05-01 16:12:34.535,-8.01,-1.00,4.69,-0.10,0.00,-0.00,-8.68,-0.99,4.34,-0.04,0.03,0.06,-5.34,-3.67,8.41,0.19,0.02,0.00,-4.60,5.80,6.40,-0.09,0.02,0.02
2026-05-01 16:12:34.705,-8.00,-1.21,4.68,-0.28,-0.02,0.05,-8.74,-1.16,4.39,-0.23,0.04,0.08,-5.47,-3.66,8.40,-0.06,-0.09,0.17,-4.81,5.88,6.22,-0.29,0.30,0.33
2026-05-01 16:12:34.912,-8.12,-0.84,4.15,-0.34,-0.04,0.04,-8.72,-0.64,3.89,-0.27,0.03,0.12,-5.58,-3.77,8.52,-0.02,-0.26,0.43,-5.14,6.09,5.64,-0.29,0.60,0.48
