timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3
2026-05-02 21:39:19.921,-7.38,4.99,-3.64,-0.15,-0.08,0.05,-6.36,6.78,-2.56,-0.11,-0.01,0.12,-9.34,-0.28,2.13,0.32,-0.02,0.10,-8.86,0.13,-2.28,0.02,-0.05,0.16
2026-05-02 21:39:20.024,-7.49,5.10,-3.41,-0.06,-0.11,0.03,-6.30,6.85,-2.13,-0.04,-0.06,0.07,-9.22,-0.11,2.23,0.14,-0.01,0.03,-8.88,0.57,-1.78,-0.14,-0.02,0.01
2026-05-02 21:39:20.427,-7.46,5.18,-3.40,-0.12,-0.01,-0.01,-6.32,6.84,-2.17,-0.06,0.03,0.02,-9.27,-0.38,2.07,0.06,0.02,0.00,-8.97,0.17,-1.85,-0.19,0.02,-0.02
2026-05-02 21:39:20.631,-7.41,5.05,-3.63,-0.69,0.41,-0.15,-6.19,6.70,-1.97,-0.46,0.61,-0.03,-9.21,-0.55,1.74,-0.51,0.20,0.11,-8.66,-1.05,-2.19,-0.84,0.16,-0.23
2026-05-02 21:39:20.938,-7.23,5.01,-4.15,-0.68,0.75,-0.27,-5.97,6.99,-2.78,-0.41,0.93,-0.25,-9.04,-0.45,1.75,-0.25,0.37,0.33,-8.71,-0.13,-2.04,-0.52,0.50,0.11
2026-05-02 21:39:21.247,-6.49,5.72,-5.48,0.19,0.62,-0.05,-6.01,7.03,-5.76,0.07,0.34,-0.12,-9.87,1.17,1.70,-1.43,0.29,0.18,-9.38,0.81,-1.70,-1.65,0.44,-0.49
2026-05-02 21:39:21.414,-6.58,5.54,-5.45,-0.26,0.37,-0.20,-5.69,6.47,-4.99,-0.18,0.28,-0.21,-9.12,1.60,0.72,-0.88,0.03,0.06,-8.01,-0.01,-3.98,-1.21,0.06,-0.34
2026-05-02 21:39:21.655,-6.54,5.40,-4.95,-0.76,-0.02,-0.37,-5.88,6.52,-3.89,-0.65,0.29,-0.25,-9.71,1.06,1.22,0.56,0.06,-0.22,-8.78,0.50,-2.70,0.36,0.05,-0.08
2026-05-02 21:39:21.961,-7.05,4.33,-3.95,-0.05,0.03,0.03,-6.26,5.34,-2.26,0.07,0.07,0.03,-9.78,1.31,2.55,-1.29,-0.17,0.28,-9.21,1.92,-2.87,-1.69,-0.10,-0.31
2026-05-02 21:39:22.270,-7.30,4.68,-4.23,-0.22,0.03,-0.13,-6.56,6.12,-3.28,-0.21,0.03,-0.08,-8.60,-0.19,2.69,0.13,0.09,-0.13,-8.55,-0.29,0.17,-0.19,-0.02,-0.26
2026-05-02 21:39:22.679,-7.47,5.08,-3.95,-0.15,-0.03,0.05,-6.70,6.58,-2.99,-0.06,-0.04,0.06,-9.13,-0.02,3.20,0.17,-0.08,-0.07,-9.06,1.04,-0.60,-0.07,-0.18,-0.06
2026-05-02 21:39:23.000,-7.46,4.79,-4.25,-0.17,-0.08,-0.00,-6.41,6.45,-2.78,-0.10,0.01,0.02,-9.16,-0.12,3.06,0.33,-0.01,-0.01,-9.11,1.35,-1.30,0.05,-0.05,0.05
