timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3
2026-05-01 17:16:33.102,-9.31,1.35,0.95,-0.19,-0.02,-0.02,-7.65,5.66,-0.64,-0.12,0.05,0.01,-9.02,-2.35,3.27,0.16,0.02,-0.02,-8.79,-2.58,2.97,-0.13,-0.03,-0.00
2026-05-01 17:16:33.346,-9.29,1.30,0.85,-0.01,-0.02,0.01,-7.72,5.75,-0.67,0.05,-0.03,0.07,-8.94,-2.11,2.94,0.29,0.03,-0.01,-8.71,-2.13,2.53,0.02,0.00,-0.02
2026-05-01 17:16:33.814,-9.30,1.42,1.08,-0.33,-0.06,0.01,-7.61,5.83,-0.53,-0.29,0.11,-0.01,-8.79,-2.38,3.12,0.08,-0.01,0.00,-8.58,-2.49,2.72,-0.20,-0.03,0.01
2026-05-01 17:16:34.210,-9.49,1.65,1.02,-0.26,-0.00,0.03,-7.91,5.85,-0.57,-0.18,0.06,0.06,-8.93,-2.37,3.31,0.20,0.00,-0.02,-8.68,-2.51,2.94,-0.07,-0.03,-0.01
2026-05-01 17:16:34.483,-9.35,1.38,0.99,-0.22,-0.06,0.03,-7.71,5.69,-0.66,-0.16,0.03,0.05,-8.81,-2.31,3.19,0.21,0.03,0.00,-8.59,-2.56,2.91,-0.02,0.01,0.01
2026-05-01 17:16:34.712,-9.20,1.46,1.14,-0.19,-0.04,0.01,-7.65,5.70,-0.36,-0.14,0.04,0.03,-8.82,-2.26,3.17,0.18,0.00,-0.02,-8.62,-2.41,2.88,-0.07,-0.02,-0.01
2026-05-01 17:16:35.429,-9.05,1.65,1.09,-0.11,-0.10,0.07,-7.52,5.86,-0.42,-0.16,-0.02,0.10,-8.88,-2.16,3.17,0.22,0.02,-0.03,-8.62,-2.23,3.05,-0.05,0.01,-0.02
2026-05-01 17:16:35.840,-9.17,1.59,1.11,-0.04,-0.06,0.09,-7.65,5.60,-0.45,-0.11,-0.00,0.10,-8.83,-2.32,3.25,0.28,0.07,0.00,-8.60,-2.56,3.00,0.00,0.04,0.01
2026-05-01 17:16:35.956,-9.13,1.71,1.21,-0.05,-0.08,-0.03,-7.43,5.90,-0.35,-0.04,-0.05,0.03,-8.82,-2.38,3.18,0.24,0.03,0.01,-8.55,-2.45,2.96,-0.01,0.03,0.01
2026-05-01 17:16:36.129,-9.18,1.48,1.04,-0.08,-0.01,-0.00,-7.60,5.86,-0.46,-0.00,-0.01,0.05,-8.98,-2.15,2.97,0.20,0.03,-0.02,-8.70,-2.22,2.74,-0.07,0.01,-0.01
2026-05-01 17:16:36.314,-9.14,1.78,1.34,-0.01,0.03,-0.09,-7.41,6.03,-0.30,0.03,0.01,0.00,-8.83,-2.48,3.21,0.07,0.01,0.01,-8.61,-2.82,2.77,-0.22,-0.01,0.04
2026-05-01 17:16:36.618,-9.17,1.33,1.10,-0.11,-0.09,0.06,-7.68,5.86,-0.44,-0.11,-0.02,0.09,-8.80,-2.44,3.18,0.12,-0.03,-0.05,-8.64,-2.64,2.67,-0.18,-0.01,-0.04
2026-05-01 17:16:36.863,-9.18,1.82,1.24,0.05,-0.04,-0.07,-7.46,6.19,-0.33,0.07,-0.08,0.02,-8.96,-2.42,3.20,0.08,-0.00,-0.03,-8.74,-2.58,2.69,-0.20,-0.01,0.00
2026-05-01 17:16:36.959,-9.25,1.48,1.15,-0.16,-0.05,-0.01,-7.74,5.95,-0.34,-0.14,0.03,0.01,-8.82,-2.23,3.22,0.19,0.04,-0.02,-8.63,-2.35,3.00,-0.04,0.02,0.01
2026-05-01 17:16:36.997,-9.16,1.53,1.09,-0.22,-0.03,-0.03,-7.59,5.78,-0.44,-0.17,0.07,-0.01,-8.78,-2.63,3.17,0.07,0.01,-0.00,-8.60,-2.67,2.48,-0.22,-0.01,0.02
2026-05-01 17:16:37.317,-9.21,1.53,1.23,-0.15,-0.04,-0.06,-7.61,5.82,-0.37,-0.05,-0.01,0.01,-8.86,-2.81,3.36,0.18,0.03,0.00,-8.55,-2.96,2.82,-0.08,0.00,0.02
