timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3
2026-05-01 17:53:28.908,-5.20,7.14,-4.77,-0.10,-0.06,0.05,-6.16,7.21,-2.71,-0.03,-0.02,0.07,-8.82,0.61,4.73,0.27,0.06,-0.01,-8.58,-0.02,4.06,0.02,0.07,-0.05
2026-05-01 17:53:29.412,-4.81,6.81,-4.51,-0.12,-0.08,0.07,-5.96,6.53,-2.87,-0.03,-0.02,0.12,-8.77,1.04,4.29,0.25,0.10,0.08,-8.93,0.06,3.21,-0.02,0.17,-0.02
2026-05-01 17:53:29.680,-4.82,6.80,-4.56,-0.08,-0.29,0.23,-5.80,6.42,-3.12,0.05,-0.21,0.30,-8.67,1.84,3.73,0.74,0.07,-0.09,-9.11,0.57,1.45,0.70,0.18,-0.17
2026-05-01 17:53:29.925,-4.75,7.65,-4.46,-0.21,-0.07,-0.22,-5.42,8.02,-2.86,-0.19,0.04,-0.09,-8.58,1.72,3.49,0.36,-0.12,-0.05,-8.95,0.50,1.41,0.17,-0.03,0.10
2026-05-01 17:53:30.209,-5.92,8.24,-2.78,-1.29,-0.25,-0.16,-5.47,8.18,-0.89,-0.67,-0.09,0.37,-8.94,1.89,3.96,0.40,0.14,-0.26,-9.26,0.57,1.89,0.39,-0.12,-0.26
2026-05-01 17:53:30.516,-6.51,4.77,-0.53,-1.77,-0.72,-1.25,-5.49,6.28,-0.66,-0.92,-0.75,0.01,-9.54,2.26,4.81,0.95,0.07,0.02,-10.25,2.32,1.49,0.97,0.36,-0.19
2026-05-01 17:53:30.816,-7.43,7.47,0.21,1.57,-0.79,-0.62,-5.98,8.17,-0.10,1.08,-1.24,-0.75,-8.38,1.38,3.34,-0.20,-0.20,0.09,-8.48,-0.24,1.48,-0.58,-0.15,0.33
2026-05-01 17:53:31.009,-8.52,4.81,0.35,-0.42,0.05,-0.31,-7.50,5.67,1.39,-0.67,0.17,-0.14,-8.81,2.07,3.94,-0.43,0.29,0.01,-9.35,0.95,0.56,-0.79,-0.05,-0.14
2026-05-01 17:53:31.227,-8.52,3.96,0.15,-0.67,0.08,0.34,-7.48,5.77,1.60,-0.47,0.34,0.43,-8.89,1.62,4.12,-0.18,0.07,0.07,-9.33,0.78,1.64,-0.48,-0.02,0.04
2026-05-01 17:53:31.364,-8.42,3.48,0.12,-0.29,0.06,0.37,-7.27,5.69,1.77,-0.06,0.19,0.31,-8.76,1.62,3.87,0.19,-0.06,-0.03,-9.10,0.58,1.21,-0.02,-0.05,0.06
2026-05-01 17:53:31.640,-8.38,3.73,0.70,-0.13,0.07,-0.27,-7.14,6.10,2.02,-0.11,0.05,-0.18,-8.84,1.57,3.66,0.23,0.03,0.03,-9.18,0.46,1.50,-0.06,0.03,0.00
2026-05-01 17:53:32.045,-8.57,4.34,0.41,0.12,-0.11,-0.27,-7.32,6.22,1.73,-0.00,-0.19,-0.18,-8.77,1.72,3.83,0.28,0.02,0.02,-9.15,0.63,1.21,-0.00,0.04,0.00
2026-05-01 17:53:32.333,-8.64,4.22,0.35,-0.15,0.00,0.03,-7.35,6.25,1.68,-0.08,0.07,0.05,-8.88,1.83,3.66,0.27,0.06,-0.03,-9.15,0.44,1.07,0.05,0.02,-0.06
2026-05-01 17:53:32.409,-8.47,3.96,0.35,-0.33,0.01,-0.03,-7.27,6.06,1.71,-0.29,0.10,0.06,-8.76,1.67,3.59,0.12,0.04,0.01,-9.08,0.41,1.19,-0.18,-0.00,-0.00
2026-05-01 17:53:33.197,-8.41,3.78,0.19,-0.16,-0.05,-0.02,-7.22,5.92,1.69,-0.11,-0.00,0.03,-8.84,1.80,3.73,0.15,0.04,-0.03,-9.28,0.60,1.23,-0.14,-0.03,0.00
2026-05-01 17:53:33.377,-8.41,4.03,0.71,-0.20,-0.08,-0.02,-7.32,5.89,1.90,-0.22,-0.01,0.05,-8.73,1.68,3.75,0.20,0.07,0.00,-9.06,0.25,1.12,-0.14,0.02,-0.04
2026-05-01 17:53:33.509,-8.60,3.86,0.40,-0.14,0.03,0.02,-7.40,5.98,1.95,-0.06,0.09,0.03,-8.92,1.78,3.46,0.27,0.11,0.00,-9.18,0.33,1.11,0.00,0.06,-0.08
2026-05-01 17:54:42.703,-9.92,2.30,0.03,0.38,-0.19,-0.18,-8.93,5.37,1.40,0.54,-0.41,-0.23,-9.17,2.66,2.68,0.68,0.66,-0.04,-9.70,0.14,-0.68,0.61,0.42,-0.77
2026-05-01 17:54:42.952,-9.33,2.00,-0.07,0.03,0.02,-0.03,-8.30,4.71,1.62,0.04,-0.02,-0.02,-8.93,2.13,3.03,0.11,0.08,0.00,-9.24,-0.13,-0.23,-0.14,0.03,-0.04
2026-05-01 17:54:43.055,-9.46,1.22,-0.55,-0.00,0.06,-0.06,-8.85,3.56,1.64,0.01,0.05,-0.00,-8.90,2.30,2.92,0.22,-0.03,0.03,-9.22,0.08,-0.31,-0.09,0.04,0.08
2026-05-01 17:54:43.222,-9.04,2.25,-0.99,-0.24,0.03,0.16,-8.01,4.89,0.68,0.01,0.00,0.05,-8.87,2.15,2.84,0.28,-0.00,0.02,-9.07,-0.25,-0.44,-0.02,0.04,0.04
2026-05-01 17:54:43.425,-9.43,1.76,-0.60,-0.02,-0.06,-0.00,-8.45,4.60,1.15,0.02,-0.06,0.01,-8.83,2.26,2.83,0.39,0.04,-0.05,-9.06,-0.05,-0.48,0.17,0.00,-0.05
2026-05-01 17:54:43.752,-9.15,2.07,-0.73,0.09,-0.07,-0.05,-8.18,4.89,1.17,0.06,-0.07,-0.03,-8.89,2.35,2.71,0.31,-0.01,-0.02,-9.17,-0.20,-0.54,0.02,-0.00,0.03
2026-05-01 17:54:44.089,-9.30,2.19,-0.53,-0.13,-0.04,0.03,-8.16,4.91,1.18,-0.08,0.02,0.06,-8.89,2.33,2.87,0.19,-0.02,0.01,-9.07,-0.12,-0.36,-0.11,0.01,0.09
2026-05-01 17:54:44.340,-9.27,2.09,-0.56,-0.21,0.02,-0.01,-8.15,4.92,1.22,-0.14,0.09,0.02,-8.89,2.25,2.60,0.16,0.04,0.01,-9.08,-0.29,-0.26,0.16,-0.04,-0.07
2026-05-01 17:54:44.457,-9.10,1.99,-0.73,-0.21,0.06,0.02,-8.19,4.81,1.04,-0.18,0.12,0.05,-9.18,2.55,2.87,0.05,0.21,-0.00,-9.61,-0.14,-0.27,-0.12,-0.04,-0.17
2026-05-01 17:54:44.646,-9.55,2.32,-0.59,-0.64,0.13,-0.18,-8.61,4.96,0.84,-0.56,0.27,-0.06,-8.86,2.24,2.45,-0.08,-0.09,0.04,-9.10,-0.54,-0.50,-0.36,-0.05,0.17
2026-05-01 17:54:44.831,-8.67,2.60,-0.70,-1.41,-0.01,-0.10,-8.03,4.36,0.30,-1.19,0.36,0.24,-9.08,2.20,2.38,-0.54,-0.26,0.05,-9.25,-0.78,-0.63,-0.76,-0.18,0.38
2026-05-01 17:54:45.159,-9.93,3.05,-1.24,-1.72,-0.10,0.18,-8.95,5.33,0.10,-1.47,0.48,0.52,-8.15,2.24,2.39,-1.20,-0.12,0.31,-8.22,-0.83,-0.68,-1.55,-0.06,0.37
2026-05-01 17:54:45.365,-7.64,2.97,0.01,-1.40,0.14,0.53,-6.14,6.08,0.97,-1.05,0.57,0.61,-9.43,1.61,3.08,-1.20,0.94,0.80,-9.88,-0.44,-0.58,-1.87,0.68,-0.61
2026-05-01 17:54:45.465,-9.22,2.94,0.33,-1.60,0.40,0.49,-7.88,5.38,1.91,-1.37,0.96,0.60,-9.43,0.16,3.38,-2.06,1.05,0.98,-9.54,-0.60,2.60,-2.89,0.63,-0.46
2026-05-01 17:54:45.853,-8.89,2.50,0.40,-1.75,0.67,0.50,-7.46,5.45,1.88,-1.36,1.25,0.51,-8.77,-0.09,2.93,-1.55,0.97,0.25,-8.80,-0.98,2.85,-2.07,0.08,-0.67
