timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3
2026-04-30 13:35:31.505,-9.32,1.82,0.56,-0.15,-0.06,-0.07,-8.73,4.00,1.27,-0.10,-0.01,-0.01,-9.22,-0.70,3.07,0.23,0.12,-0.01,-8.56,-3.47,2.23,-0.01,0.12,-0.00
2026-04-30 13:35:31.587,-9.39,1.79,0.39,-0.21,0.01,-0.09,-8.78,4.05,1.15,-0.13,0.05,-0.02,-9.11,-0.27,2.98,0.14,-0.05,-0.04,-8.56,-2.86,2.37,-0.21,-0.11,-0.07
2026-04-30 13:35:32.017,-9.25,1.69,0.20,-0.17,-0.06,-0.04,-8.67,4.17,0.91,-0.13,0.01,0.01,-9.28,-0.48,2.80,0.09,0.06,0.17,-8.68,-3.36,2.05,-0.16,-0.00,0.23
2026-04-30 13:35:32.324,-9.42,1.63,0.35,-0.28,-0.02,0.04,-8.77,4.02,1.14,-0.22,0.06,0.08,-9.29,-0.53,3.12,0.18,0.00,-0.05,-8.73,-2.88,2.47,-0.10,-0.04,-0.06
2026-04-30 13:35:32.427,-9.24,1.64,0.34,-0.26,-0.00,-0.02,-8.68,3.92,1.02,-0.21,0.08,0.03,-9.11,-0.71,2.87,0.06,0.03,0.07,-8.48,-3.27,1.95,-0.21,-0.04,0.08
2026-04-30 13:35:33.049,-9.25,1.78,0.58,-0.24,-0.02,-0.02,-8.71,4.04,1.15,-0.16,0.04,0.03,-9.11,-0.67,2.95,0.04,0.06,-0.01,-8.48,-3.27,2.18,-0.21,0.00,-0.02
2026-04-30 13:35:33.122,-9.22,1.63,0.44,-0.20,-0.04,-0.00,-8.68,3.89,1.12,-0.15,0.01,0.05,-9.14,-0.77,3.05,0.14,0.03,0.00,-8.54,-3.26,2.16,-0.12,0.01,0.00
2026-04-30 13:35:33.689,-9.28,1.61,0.57,-0.12,-0.01,0.01,-8.57,4.01,1.20,-0.04,0.02,0.04,-9.23,-0.77,3.10,0.20,0.03,0.03,-8.57,-3.32,2.39,-0.07,-0.00,0.04
2026-04-30 13:35:34.065,-9.41,1.91,0.66,-0.02,-0.10,-0.00,-8.72,4.17,1.36,-0.00,-0.07,0.05,-9.07,-0.76,3.13,0.25,0.03,-0.02,-8.37,-3.35,2.22,-0.02,0.03,-0.02
2026-04-30 13:35:34.203,-9.21,1.73,0.57,-0.17,-0.03,0.01,-8.55,4.15,1.37,-0.12,0.03,0.06,-9.18,-0.90,2.99,0.16,0.08,0.05,-8.58,-3.41,2.22,-0.08,0.05,0.07
2026-04-30 13:35:34.403,-9.31,1.69,0.73,-0.34,0.04,-0.03,-8.69,4.13,1.50,-0.24,0.11,0.01,-9.11,-0.80,2.89,0.13,0.01,-0.01,-8.52,-3.25,2.29,-0.15,-0.04,-0.02
2026-04-30 13:35:35.094,-9.33,1.87,0.79,-0.41,-0.04,-0.01,-8.74,4.16,1.33,-0.35,0.06,0.04,-9.20,-0.76,2.90,0.04,0.01,0.02,-8.50,-3.25,2.07,-0.21,-0.06,0.01
2026-04-30 13:35:35.497,-8.92,1.56,1.03,-0.45,0.03,0.00,-8.34,3.79,1.68,-0.25,0.06,0.05,-9.36,-0.71,2.88,-0.03,-0.01,-0.06,-8.59,-3.64,2.44,-0.27,-0.09,-0.04
2026-04-30 13:35:35.806,-8.58,1.14,0.93,-0.03,0.04,-0.53,-7.81,5.14,2.10,0.08,-0.03,-0.46,-10.50,-0.68,3.54,0.74,-0.16,0.08,-10.06,-2.75,3.15,0.06,-0.21,0.14
2026-04-30 13:35:35.907,-9.89,2.27,1.96,-0.97,-0.11,-0.09,-9.00,5.09,1.75,-1.06,0.32,-0.02,-9.62,-1.67,2.11,-0.25,-0.64,-0.06,-8.93,-3.68,0.31,-0.79,-1.04,-0.03
2026-04-30 13:35:36.216,-9.26,1.95,0.57,0.33,-0.41,1.11,-8.41,4.39,1.86,-0.16,-0.07,0.91,-8.87,-1.30,2.78,1.03,0.83,-0.04,-8.38,-3.26,2.64,0.65,1.19,-0.03
