timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3
2026-05-02 22:14:11.540,2.32,2.32,1.30,1.88,1.76,1.87,4.81,3.72,2.95,1.29,1.46,2.03,-7.98,-2.42,4.97,-0.03,-0.06,0.17,-8.35,-2.34,2.91,-0.43,-0.11,0.13
2026-05-02 22:14:12.015,-8.76,1.17,2.17,-0.23,-0.04,0.11,-6.92,6.29,0.59,-0.10,0.05,0.13,-7.93,-2.89,5.01,0.10,-0.05,-0.05,-8.38,-2.56,2.58,-0.28,-0.08,-0.14
2026-05-02 22:14:12.355,-8.97,1.92,2.67,0.11,-0.13,-0.25,-7.01,6.87,1.33,0.05,-0.23,-0.18,-8.30,-3.10,4.95,0.28,0.10,-0.16,-8.67,-3.10,2.41,0.07,0.09,-0.07
2026-05-02 22:14:15.040,-8.26,2.50,1.48,-0.20,-0.01,-0.11,-6.16,6.62,0.53,-0.07,0.02,-0.06,-8.20,-2.71,5.14,0.05,0.03,0.09,-8.62,-2.38,2.72,-0.40,-0.03,0.07
2026-05-02 22:14:18.119,-2.36,7.84,-4.91,-0.11,0.10,0.09,1.65,8.95,-3.50,-0.13,0.07,0.12,-0.15,-8.34,6.67,0.06,-0.11,-0.12,0.06,-9.71,-1.03,-0.17,-0.06,-0.18
2026-05-02 22:14:18.499,-1.57,7.42,-4.67,-0.06,-0.16,0.21,2.43,8.54,-3.04,-0.09,-0.10,0.18,2.32,-8.83,8.78,1.08,-0.92,-1.31,1.79,-14.32,1.32,1.55,-0.28,-1.33
2026-05-02 22:14:19.011,-2.09,8.58,-4.89,-0.00,-0.04,-0.03,2.01,9.07,-3.29,0.01,-0.04,0.01,7.11,-0.61,5.09,0.62,-0.06,-0.77,6.79,-1.28,4.40,0.63,0.50,-0.48
2026-05-02 22:14:19.523,-1.84,8.27,-5.13,-0.09,-0.08,-0.04,2.24,8.93,-3.14,-0.02,0.02,-0.00,9.85,-0.46,6.65,0.17,0.04,-0.14,10.06,-3.80,3.32,-0.26,-0.31,-0.06
2026-05-02 22:14:19.715,-2.02,7.92,-4.87,-0.00,-0.23,-0.12,1.99,8.71,-3.06,-0.00,-0.16,-0.10,6.44,-2.83,5.41,-0.06,1.07,2.82,4.74,-0.81,-0.54,0.45,-0.58,3.10
2026-05-02 22:14:20.855,-9.21,5.13,-0.13,-1.50,-1.10,-2.01,-5.38,8.42,-0.09,-0.63,-0.59,-1.83,-7.38,-6.22,9.08,-1.69,0.05,0.61,-7.60,-10.57,6.22,-1.69,0.20,0.53
2026-05-02 22:14:21.366,-8.01,4.14,1.23,0.51,-0.19,0.16,-4.85,7.99,-0.92,0.21,0.27,0.12,-7.12,-5.12,4.87,0.33,0.13,0.34,-7.87,-5.03,1.07,0.02,-0.69,0.17
2026-05-02 22:14:21.810,-8.72,8.12,0.95,-1.50,0.20,0.28,-3.56,9.71,-2.32,-0.89,-0.26,0.63,-6.93,-3.52,6.78,-0.18,-0.52,0.30,-7.32,-4.84,3.15,-0.40,-0.74,0.17
2026-05-02 22:14:22.419,-3.82,9.05,-10.69,1.36,1.41,-0.00,0.32,11.16,-7.75,0.84,0.99,0.34,-5.07,-7.69,6.53,-1.30,-0.75,-0.85,-5.26,-11.37,-1.67,-2.44,1.07,-1.80
2026-05-02 22:14:22.800,2.66,4.24,-6.18,-0.49,1.60,0.34,4.98,6.14,-5.55,0.05,1.24,0.93,1.87,-7.52,7.17,0.07,-0.89,-1.15,1.64,-9.12,-0.54,-0.07,0.16,-1.51
2026-05-02 22:14:22.928,-5.29,4.94,-1.57,-1.46,-1.06,-1.63,-0.87,8.81,-2.42,-1.26,-0.33,-1.66,-3.31,-5.95,9.52,1.32,4.64,0.28,-6.45,-11.41,4.56,1.76,3.17,2.51
2026-05-02 22:14:23.311,4.49,5.71,-7.41,-0.24,-0.17,-0.05,6.27,6.00,-4.29,-0.14,0.02,-0.02,2.78,-7.21,7.57,0.19,0.07,-0.02,2.77,-9.42,-0.59,-0.09,0.02,0.03
2026-05-02 22:14:23.830,4.32,5.91,-7.21,-0.23,0.02,-0.06,6.30,6.19,-4.18,-0.14,0.08,0.03,2.66,-7.23,7.63,0.22,0.02,0.03,2.63,-9.48,-0.37,-0.02,-0.05,0.04
2026-05-02 22:14:24.134,4.02,5.92,-7.18,-0.11,0.04,-0.18,6.13,6.46,-4.30,-0.04,0.12,-0.09,3.04,-7.36,7.77,0.06,-0.06,0.08,3.04,-9.63,-0.71,-0.19,-0.11,-0.02
2026-05-02 22:14:24.342,4.08,6.15,-8.25,0.14,-0.09,-0.01,6.16,6.60,-4.78,0.20,-0.14,-0.01,2.39,-7.74,7.23,0.28,0.01,0.10,2.57,-9.86,-1.41,0.06,-0.14,0.08
