timestamp,ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3
2026-05-02 22:02:11.792,0.91,3.99,-9.75,-0.16,0.10,-0.15,3.54,7.46,-5.30,-0.12,0.18,-0.02,-0.23,-6.60,8.68,0.30,-0.03,0.05,1.60,-4.97,-8.08,0.03,-0.03,-0.06
2026-05-02 22:02:11.995,0.45,4.03,-9.35,-0.15,-0.03,-0.07,3.06,7.24,-5.32,-0.08,0.06,-0.02,-0.55,-6.79,8.53,0.21,-0.03,-0.01,1.39,-4.88,-8.22,-0.04,0.03,-0.04
2026-05-02 22:02:12.174,0.51,4.01,-9.52,-0.10,-0.03,-0.02,3.16,7.36,-5.46,-0.06,0.02,0.01,-0.41,-6.84,8.43,0.24,0.08,-0.05,1.51,-4.54,-8.20,-0.08,0.02,0.08
2026-05-02 22:02:12.840,0.53,4.21,-9.40,-0.13,-0.02,-0.05,3.06,7.24,-5.33,-0.08,0.04,-0.01,-0.33,-6.70,8.46,0.19,-0.04,0.02,1.53,-4.87,-8.06,-0.07,0.01,-0.08
2026-05-02 22:02:13.063,0.79,3.95,-9.60,-0.08,-0.02,0.00,3.36,7.32,-5.36,-0.10,0.03,0.04,-0.30,-6.61,8.41,0.21,0.04,-0.06,1.66,-4.80,-7.88,-0.06,0.05,0.04
2026-05-02 22:02:13.899,0.95,4.23,-9.85,-0.15,-0.01,-0.03,3.68,7.55,-5.48,-0.11,0.01,0.03,-0.23,-6.59,8.77,0.24,-0.02,0.06,1.63,-5.48,-8.08,-0.01,-0.00,-0.06
2026-05-02 22:02:14.257,0.30,3.97,-9.63,-0.10,-0.04,-0.13,3.06,7.35,-5.54,0.04,-0.01,-0.07,-0.23,-6.43,8.59,0.12,-0.06,0.11,1.59,-5.68,-8.00,-0.08,-0.06,-0.08
2026-05-02 22:02:14.662,0.77,4.17,-9.82,-0.22,-0.06,0.23,3.65,7.64,-5.47,-0.26,-0.06,0.22,-0.58,-6.93,8.45,0.18,0.15,-0.23,1.38,-5.02,-8.49,-0.16,0.16,0.18
2026-05-02 22:02:15.595,0.73,4.65,-9.28,-0.08,-0.01,0.04,3.61,7.35,-5.37,-0.03,-0.02,0.10,-0.11,-6.59,8.48,0.26,-0.05,0.08,1.74,-4.70,-7.75,-0.01,-0.07,-0.07
2026-05-02 22:02:15.942,0.91,4.85,-9.74,0.03,-0.01,-0.00,3.87,7.59,-5.36,-0.01,-0.05,0.07,-0.04,-6.99,9.01,0.24,0.11,-0.04,1.96,-5.47,-8.54,-0.06,-0.01,0.10
