timestamp,movement,mv_confidence,correctness_label,correctness_confidence
2026-06-01T18:36:03.897220,Tangkisan Kanan,0.4206,Benar,0.5
2026-06-01T18:36:09.664212,Kombinasi Kanan,0.4125,Salah,0.6154
2026-06-01T18:36:18.897190,Kombinasi Kanan,0.732,Benar,0.9763
2026-06-01T18:36:19.467113,Kombinasi Kanan,0.6542,Benar,0.987
2026-06-01T18:36:20.044826,Kombinasi Kanan,0.5837,Benar,0.9537
2026-06-01T18:36:20.605178,Kombinasi Kanan,0.5082,Benar,0.5097
2026-06-01T18:36:25.838443,Kombinasi Kanan,0.6449,Benar,0.8786
2026-06-01T18:36:26.423619,Kombinasi Kanan,0.7044,Benar,0.9856
2026-06-01T18:36:26.987725,Kombinasi Kanan,0.755,Benar,0.9812
2026-06-01T18:36:27.559871,Kombinasi Kanan,0.6694,Benar,0.9032
2026-06-01T18:36:34.516910,Kombinasi Kanan,0.5988,Benar,0.8691
2026-06-01T18:36:35.090851,Kombinasi Kanan,0.6457,Benar,0.9283
2026-06-01T18:36:35.685907,Kombinasi Kanan,0.5346,Benar,0.9041
2026-06-01T18:36:36.265238,Kombinasi Kanan,0.5454,Benar,0.7457
2026-06-01T18:36:37.434779,Jep Kanan,0.427,Benar,0.7921
2026-06-01T18:36:43.199513,Kombinasi Kanan,0.5389,Benar,0.7503
2026-06-01T18:36:43.797215,Kombinasi Kanan,0.6134,Benar,0.947
2026-06-01T18:36:44.367263,Kombinasi Kanan,0.5172,Benar,0.8553
2026-06-01T18:36:44.929616,Tangkisan Kanan,0.4538,Benar,0.5
2026-06-01T18:36:45.518384,Tangkisan Kanan,0.4195,Benar,0.5
2026-06-01T18:36:55.338472,Kombinasi Kanan,0.5516,Benar,0.9854
2026-06-01T18:36:55.932707,Kombinasi Kanan,0.5662,Benar,0.9888
2026-06-01T18:36:56.505196,Kombinasi Kanan,0.5088,Benar,0.9325
2026-06-01T18:36:57.066349,Kombinasi Kanan,0.583,Salah,0.9211
2026-06-01T18:36:57.639302,Kombinasi Kanan,0.5301,Salah,0.9719
2026-06-01T18:36:58.211301,Jep Kanan,0.5707,Salah,0.7895
2026-06-01T18:36:58.788677,Jep Kanan,0.5188,Benar,0.5079
2026-06-01T18:37:15.498321,Tangkisan Kiri,0.5101,Benar,0.5519
2026-06-01T18:37:16.089987,Tangkisan Kiri,0.5201,Salah,0.7573
2026-06-01T18:37:20.098821,Jep Kiri,0.4127,Benar,0.8701
2026-06-01T18:37:25.291192,Tangkisan Kiri,0.45,Salah,0.5282
2026-06-01T18:37:25.875900,Tangkisan Kiri,0.5521,Salah,0.7573
2026-06-01T18:37:26.449229,Tangkisan Kiri,0.4393,Salah,0.6778
2026-06-01T18:37:29.306802,Tangkisan Kiri,0.4795,Benar,0.5627
2026-06-01T18:37:29.870829,Tangkisan Kiri,0.4598,Salah,0.7573
2026-06-01T18:37:42.018892,Jep Kiri,0.4237,Benar,0.7774
2026-06-01T18:37:42.594785,Tangkisan Kiri,0.5157,Benar,0.5522
2026-06-01T18:37:43.192891,Tangkisan Kiri,0.4897,Salah,0.7573
2026-06-01T18:38:01.532705,Jep Kanan,0.4513,Benar,0.5079
2026-06-01T18:38:02.689613,Tangkisan Kiri,0.4979,Benar,0.5516
2026-06-01T18:38:09.039379,Tangkisan Kiri,0.4738,Benar,0.5519
2026-06-01T18:38:37.861761,Tangkisan Kiri,0.4274,Benar,0.5522
2026-06-01T18:38:38.991652,Jep Kiri,0.4188,Benar,0.7801
2026-06-01T18:38:39.562884,Jep Kiri,0.4846,Salah,0.6216
2026-06-01T18:38:43.625624,Jep Kiri,0.446,Benar,0.6138
2026-06-01T18:38:44.181763,Tangkisan Kiri,0.459,Benar,0.5633
2026-06-01T18:38:44.759293,Tangkisan Kiri,0.6089,Benar,0.5626
2026-06-01T18:38:47.627922,Tangkisan Kiri,0.4253,Benar,0.543
2026-06-01T18:38:48.205243,Tangkisan Kiri,0.4706,Benar,0.5633
2026-06-01T18:38:48.777093,Tangkisan Kiri,0.4004,Benar,0.8135
2026-06-01T18:38:52.219384,Tangkisan Kiri,0.4194,Benar,0.8318
2026-06-01T18:38:52.810077,Tangkisan Kiri,0.4785,Benar,0.6735
2026-06-01T18:38:53.396327,Jep Kiri,0.4391,Benar,0.5475
2026-06-01T18:38:59.659201,Tangkisan Kiri,0.5209,Benar,0.5519
2026-06-01T18:39:00.268101,Tangkisan Kiri,0.4699,Benar,0.5577
2026-06-01T18:39:00.861717,Tangkisan Kiri,0.4646,Benar,0.5633
2026-06-01T18:39:04.321228,Tangkisan Kiri,0.5103,Benar,0.5461
2026-06-01T18:39:04.887250,Tangkisan Kiri,0.5346,Benar,0.5461
2026-06-01T18:39:09.512897,Tangkisan Kiri,0.485,Salah,0.758
2026-06-01T18:39:10.087162,Tangkisan Kiri,0.5145,Salah,0.7531
2026-06-01T18:39:18.140421,Tangkisan Kiri,0.5559,Benar,0.856
2026-06-01T18:39:18.723105,Tangkisan Kiri,0.5404,Benar,0.8088
2026-06-01T18:39:19.317902,Kombinasi Kiri,0.5047,Salah,0.9606
2026-06-01T18:39:19.894804,Kombinasi Kiri,0.4491,Salah,0.914
2026-06-01T18:39:27.313072,Tangkisan Kiri,0.4007,Salah,0.6018
2026-06-01T18:39:27.909890,Tangkisan Kiri,0.5604,Salah,0.529
2026-06-01T18:39:28.495580,Tangkisan Kiri,0.5387,Benar,0.8117
2026-06-01T18:39:29.088032,Tangkisan Kiri,0.4454,Benar,0.8145
2026-06-01T18:39:29.676033,Tangkisan Kiri,0.4493,Benar,0.8247
2026-06-01T18:39:37.748079,Tangkisan Kiri,0.4549,Benar,0.5634
2026-06-01T18:39:38.313498,Tangkisan Kiri,0.5248,Benar,0.5518
2026-06-01T18:39:38.903093,Tangkisan Kiri,0.5463,Benar,0.6189
2026-06-01T18:39:39.472396,Kombinasi Kiri,0.5222,Salah,0.979
2026-06-01T18:39:40.615145,Kombinasi Kiri,0.4295,Benar,0.9512
2026-06-01T18:39:48.100257,Jep Kiri,0.4455,Benar,0.7769
2026-06-01T18:39:48.692421,Jep Kiri,0.5242,Benar,0.5209
2026-06-01T18:39:54.420200,Tangkisan Kiri,0.5018,Salah,0.7486
2026-06-01T18:39:55.014219,Tangkisan Kiri,0.5719,Benar,0.5624
2026-06-01T18:39:55.592012,Kombinasi Kiri,0.5102,Salah,0.9065
2026-06-01T18:39:56.155831,Kombinasi Kiri,0.5036,Salah,0.8481
2026-06-01T18:40:05.275663,Tangkisan Kiri,0.5614,Benar,0.5486
2026-06-01T18:40:05.858454,Tangkisan Kiri,0.583,Benar,0.5519
2026-06-01T18:40:06.431008,Kombinasi Kiri,0.5077,Salah,0.97
2026-06-01T18:40:06.996375,Tangkisan Kiri,0.446,Benar,0.7233
2026-06-01T18:40:07.557179,Tangkisan Kiri,0.4196,Benar,0.5633
2026-06-01T18:40:14.450283,Tangkisan Kiri,0.4743,Salah,0.7573
2026-06-01T18:40:15.015521,Tangkisan Kiri,0.5569,Benar,0.5519
2026-06-01T18:40:15.607210,Tangkisan Kiri,0.5125,Benar,0.5525
2026-06-01T18:40:25.963406,Tangkisan Kiri,0.4482,Benar,0.5523
2026-06-01T18:40:26.528794,Tangkisan Kiri,0.6099,Salah,0.595
2026-06-01T18:40:27.123823,Tangkisan Kiri,0.5592,Benar,0.5519
2026-06-01T18:40:31.762394,Tangkisan Kiri,0.4827,Benar,0.5519
2026-06-01T18:40:34.692730,Tangkisan Kiri,0.4201,Benar,0.5519
2026-06-01T18:40:35.269559,Tangkisan Kiri,0.5637,Salah,0.749
2026-06-01T18:40:35.839471,Tangkisan Kiri,0.5526,Benar,0.5365
2026-06-01T18:40:36.408703,Tangkisan Kiri,0.5317,Benar,0.5633
2026-06-01T18:40:36.982404,Kombinasi Kiri,0.4571,Benar,0.5563
2026-06-01T18:40:55.823129,Tangkisan Kanan,0.4766,Benar,0.5
2026-06-01T18:40:57.577524,Kombinasi Kanan,0.4247,Benar,0.5908
2026-06-01T18:41:05.047990,Jep Kanan,0.5312,Benar,0.5079
2026-06-01T18:41:05.608950,Jep Kanan,0.5509,Benar,0.5079
2026-06-01T18:41:06.171241,Kombinasi Kanan,0.4946,Benar,0.8704
2026-06-01T18:41:06.733731,Kombinasi Kanan,0.5347,Benar,0.8362
2026-06-01T18:41:07.300628,Kombinasi Kanan,0.4762,Benar,0.5466
2026-06-01T18:41:07.894795,Tangkisan Kanan,0.4376,Salah,0.5
2026-06-01T18:41:08.480089,Kombinasi Kanan,0.4176,Salah,0.7568
2026-06-01T18:41:09.036861,Kombinasi Kanan,0.471,Salah,0.7709
2026-06-01T18:41:13.017667,Kombinasi Kanan,0.6099,Benar,0.8829
2026-06-01T18:41:13.597952,Kombinasi Kanan,0.67,Benar,0.7299
2026-06-01T18:41:14.170300,Kombinasi Kanan,0.5218,Salah,0.8924
2026-06-01T18:41:14.750051,Kombinasi Kanan,0.5804,Benar,0.5563
2026-06-01T18:41:15.318015,Kombinasi Kanan,0.5305,Benar,0.6735
2026-06-01T18:41:22.206171,Kombinasi Kanan,0.53,Benar,0.6786
2026-06-01T18:41:22.778994,Kombinasi Kanan,0.4802,Benar,0.637
2026-06-01T18:41:51.122833,Jep Kanan,0.4112,Salah,0.6233
2026-06-01T18:41:51.703290,Jep Kanan,0.4376,Benar,0.5182
2026-06-01T18:41:52.270074,Jep Kanan,0.435,Salah,0.7834
2026-06-01T18:41:52.831735,Jep Kanan,0.4029,Salah,0.7837
2026-06-01T18:42:17.393624,Kombinasi Kanan,0.4305,Benar,0.9025
2026-06-01T18:42:17.982345,Tangkisan Kanan,0.4422,Benar,0.5
2026-06-01T18:42:18.548586,Tangkisan Kanan,0.4419,Benar,0.5
2026-06-01T18:42:19.131282,Tangkisan Kanan,0.404,Benar,0.5
2026-06-01T18:42:24.345044,Kombinasi Kanan,0.4127,Benar,0.6458
2026-06-01T18:42:24.904266,Tangkisan Kanan,0.4223,Benar,0.5
2026-06-01T18:42:26.048539,Jep Kanan,0.4331,Salah,0.6131
2026-06-01T18:42:29.478589,Kombinasi Kanan,0.4486,Benar,0.9625
2026-06-01T18:42:30.042793,Kombinasi Kanan,0.4998,Salah,0.5376
2026-06-01T18:42:30.618198,Kombinasi Kanan,0.4657,Salah,0.9011
2026-06-01T18:42:31.191309,Jep Kanan,0.4693,Benar,0.7286
2026-06-01T18:42:39.817743,Kombinasi Kanan,0.4167,Salah,0.9641
2026-06-01T18:42:40.400725,Kombinasi Kanan,0.4337,Salah,0.8803
2026-06-01T18:42:40.970210,Tangkisan Kanan,0.4272,Benar,0.5
2026-06-01T18:42:45.540726,Jep Kanan,0.4136,Benar,0.9584
2026-06-01T18:42:46.118470,Kombinasi Kanan,0.5007,Salah,0.8638
2026-06-01T18:42:46.706218,Kombinasi Kanan,0.5026,Salah,0.8475
2026-06-01T18:42:51.825070,Tangkisan Kanan,0.4281,Benar,0.5
2026-06-01T18:42:52.416433,Tangkisan Kanan,0.4364,Benar,0.5
2026-06-01T18:42:58.221191,Kombinasi Kanan,0.4439,Benar,0.9295
2026-06-01T18:42:58.787685,Kombinasi Kanan,0.4749,Benar,0.899
2026-06-01T18:42:59.366553,Kombinasi Kanan,0.4353,Salah,0.7539
2026-06-01T18:43:05.658777,Kombinasi Kanan,0.4947,Salah,0.5
2026-06-01T18:43:06.242230,Tangkisan Kanan,0.4646,Benar,0.5
2026-06-01T18:43:11.400516,Kombinasi Kanan,0.432,Salah,0.8779
2026-06-01T18:43:11.994975,Tangkisan Kanan,0.4461,Benar,0.5
2026-06-01T18:43:12.558507,Tangkisan Kanan,0.4403,Benar,0.5
